inchikey,n1_frag,n3_frag,c4_frag,c5_frag,smiles_cation,smiles_neutral
VNKMYVMWOPEMHO-UHFFFAOYSA-N,tBu,Ph,NH2,NO2,CC(C)(C)[n+]1cn(-c2ccccc2)c(N)c1[N+](=O)[O-],CC(C)(C)N1[C]N(c2ccccc2)C(N)=C1[N+](=O)[O-]
VNUKCUPCOIKGQI-UHFFFAOYSA-N,nBu,Ethynyl,CN,NO2,C#Cn1c[n+](CCCC)c([N+](=O)[O-])c1C#N,C#CN1[C]N(CCCC)C([N+](=O)[O-])=C1C#N
VNYHGZAUUQMMDL-UHFFFAOYSA-N,Me,Me,F,F,Cn1c[n+](C)c(F)c1F,CN1[C]N(C)C(F)=C1F
VONYQFLHVQNOHB-UHFFFAOYSA-N,tBu,Vinyl,H,Me,C=Cn1cc(C)[n+](C(C)(C)C)c1,C=CN1[C]N(C(C)(C)C)C(C)=C1
VOPALAAGBPIBEK-UHFFFAOYSA-N,Vinyl,Ph,CN,Me,C=C[n+]1cn(-c2ccccc2)c(C#N)c1C,C=CN1[C]N(c2ccccc2)C(C#N)=C1C
VOVLXOMFVMOOGO-UHFFFAOYSA-N,Et,iPr,H,H,CC[n+]1ccn(C(C)C)c1,CCN1[C]N(C(C)C)C=C1
VPAFDQIFHJWCBK-UHFFFAOYSA-N,tBu,Ph,NH2,NH2,CC(C)(C)[n+]1cn(-c2ccccc2)c(N)c1N,CC(C)(C)N1[C]N(c2ccccc2)C(N)=C1N
VPCFYKLIWFOWPU-UHFFFAOYSA-N,Vinyl,Allyl,H,CN,C=CCn1cc(C#N)[n+](C=C)c1,C=CCN1[C]N(C=C)C(C#N)=C1
VPDZQPKFLCPVQF-UHFFFAOYSA-N,nBu,iPr,OMe,OMe,CCCC[n+]1cn(C(C)C)c(OC)c1OC,CCCCN1[C]N(C(C)C)C(OC)=C1OC
VPNMTSAIINVZTK-UHFFFAOYSA-N,Me,Vinyl,H,H,C=Cn1cc[n+](C)c1,C=CN1[C]N(C)C=C1
VPVSQEFLNNJAGV-UHFFFAOYSA-N,nBu,Vinyl,NO2,CN,C=Cn1c[n+](CCCC)c(C#N)c1[N+](=O)[O-],C=CN1[C]N(CCCC)C(C#N)=C1[N+](=O)[O-]
VPYRKZOZYGTWAL-UHFFFAOYSA-N,tBu,Allyl,CN,CF3,C=CCn1c[n+](C(C)(C)C)c(C(F)(F)F)c1C#N,C=CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1C#N
VQCFGRJAUCEFMB-UHFFFAOYSA-N,Vinyl,Ethynyl,CN,H,C#Cn1c[n+](C=C)cc1C#N,C#CN1[C]N(C=C)C=C1C#N
VQVORIZYOQPCJU-UHFFFAOYSA-N,Ethynyl,Ethynyl,CF3,CF3,C#Cn1c[n+](C#C)c(C(F)(F)F)c1C(F)(F)F,C#CN1[C]N(C#C)C(C(F)(F)F)=C1C(F)(F)F
VRPALPIXARGXGH-UHFFFAOYSA-N,Me,iPr,NH2,CF3,CC(C)n1c[n+](C)c(C(F)(F)F)c1N,CC(C)N1[C]N(C)C(C(F)(F)F)=C1N
VSIQPBSCTXUFDW-UHFFFAOYSA-N,tBu,Ethynyl,OMe,CN,C#Cn1c[n+](C(C)(C)C)c(C#N)c1OC,C#CN1[C]N(C(C)(C)C)C(C#N)=C1OC
VSPRXMQIDWRXCD-UHFFFAOYSA-N,nBu,Ph,OMe,Me,CCCC[n+]1cn(-c2ccccc2)c(OC)c1C,CCCCN1[C]N(c2ccccc2)C(OC)=C1C
VSSMUSAORDZDGQ-UHFFFAOYSA-N,Me,Allyl,CF3,CF3,C=CCn1c[n+](C)c(C(F)(F)F)c1C(F)(F)F,C=CCN1[C]N(C)C(C(F)(F)F)=C1C(F)(F)F
VTBKWALNJXUKNM-UHFFFAOYSA-N,nBu,Propargyl,OMe,F,C#CCn1c[n+](CCCC)c(F)c1OC,C#CCN1[C]N(CCCC)C(F)=C1OC
VTDJWTZYYVYONH-UHFFFAOYSA-N,Me,Allyl,OMe,NO2,C=CCn1c[n+](C)c([N+](=O)[O-])c1OC,C=CCN1[C]N(C)C([N+](=O)[O-])=C1OC
VTEPYXFNGOCHAD-UHFFFAOYSA-N,tBu,Ph,F,Me,Cc1c(F)n(-c2ccccc2)c[n+]1C(C)(C)C,CC1=C(F)N(c2ccccc2)[C]N1C(C)(C)C
VTEYOMGKVPLBES-UHFFFAOYSA-N,Et,Ph,NO2,NH2,CC[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1N,CCN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1N
VTIKDKWTWUJOIT-UHFFFAOYSA-N,nBu,Ethynyl,OMe,Me,C#Cn1c[n+](CCCC)c(C)c1OC,C#CN1[C]N(CCCC)C(C)=C1OC
VTRLASRZDUYDLG-UHFFFAOYSA-N,nBu,Ethynyl,H,CN,C#Cn1cc(C#N)[n+](CCCC)c1,C#CN1[C]N(CCCC)C(C#N)=C1
VTTNOJSUUCXACV-UHFFFAOYSA-N,Me,Ph,H,NH2,C[n+]1cn(-c2ccccc2)cc1N,CN1[C]N(c2ccccc2)C=C1N
VUNYXYKQNKEEMP-UHFFFAOYSA-N,nBu,Vinyl,CF3,CF3,C=Cn1c[n+](CCCC)c(C(F)(F)F)c1C(F)(F)F,C=CN1[C]N(CCCC)C(C(F)(F)F)=C1C(F)(F)F
VUPZPGDSQSORIF-UHFFFAOYSA-N,Me,Ph,CF3,Me,Cc1c(C(F)(F)F)n(-c2ccccc2)c[n+]1C,CC1=C(C(F)(F)F)N(c2ccccc2)[C]N1C
VURNFYXBXYRALV-UHFFFAOYSA-N,Vinyl,Vinyl,H,H,C=Cn1cc[n+](C=C)c1,C=CN1[C]N(C=C)C=C1
VVJIVEFSALQYPM-UHFFFAOYSA-N,tBu,Propargyl,CF3,CN,C#CCn1c[n+](C(C)(C)C)c(C#N)c1C(F)(F)F,C#CCN1[C]N(C(C)(C)C)C(C#N)=C1C(F)(F)F
VWGFHKDSKOFZFU-UHFFFAOYSA-N,Me,Me,F,CN,Cn1c[n+](C)c(C#N)c1F,CN1[C]N(C)C(C#N)=C1F
VXFBCVWYMDMLHY-UHFFFAOYSA-N,nBu,Allyl,CN,H,C=CCn1c[n+](CCCC)cc1C#N,C=CCN1[C]N(CCCC)C=C1C#N
VXOSXUYCLDOWKA-UHFFFAOYSA-N,nBu,tBu,NO2,NO2,CCCC[n+]1cn(C(C)(C)C)c([N+](=O)[O-])c1[N+](=O)[O-],CCCCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1[N+](=O)[O-]
VXQWCAJELNKMQW-UHFFFAOYSA-N,Me,Vinyl,CN,NH2,C=Cn1c[n+](C)c(N)c1C#N,C=CN1[C]N(C)C(N)=C1C#N
VXXJJHWKWRZEPX-UHFFFAOYSA-N,tBu,Allyl,H,NH2,C=CCn1cc(N)[n+](C(C)(C)C)c1,C=CCN1[C]N(C(C)(C)C)C(N)=C1
VYDPVGBWEYVUQG-UHFFFAOYSA-N,Me,tBu,NO2,F,C[n+]1cn(C(C)(C)C)c([N+](=O)[O-])c1F,CN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1F
VYIRYBYYWGHCSI-UHFFFAOYSA-N,Me,Vinyl,CF3,OMe,C=Cn1c[n+](C)c(OC)c1C(F)(F)F,C=CN1[C]N(C)C(OC)=C1C(F)(F)F
VYOONSJZRULJLP-UHFFFAOYSA-N,nBu,Ethynyl,OMe,H,C#Cn1c[n+](CCCC)cc1OC,C#CN1[C]N(CCCC)C=C1OC
VYQLMOQIAFANLQ-UHFFFAOYSA-N,tBu,Vinyl,OMe,CF3,C=Cn1c[n+](C(C)(C)C)c(C(F)(F)F)c1OC,C=CN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1OC
VYVHUFYJDWDMEH-UHFFFAOYSA-N,Me,iPr,CN,CF3,CC(C)n1c[n+](C)c(C(F)(F)F)c1C#N,CC(C)N1[C]N(C)C(C(F)(F)F)=C1C#N
VYWKGWBBDGINJL-UHFFFAOYSA-N,nBu,Allyl,H,Me,C=CCn1cc(C)[n+](CCCC)c1,C=CCN1[C]N(CCCC)C(C)=C1
VZDOBPOMGXSDQY-UHFFFAOYSA-N,Me,Et,OMe,NH2,CCn1c[n+](C)c(N)c1OC,CCN1[C]N(C)C(N)=C1OC
VZSBMILTVGWKDI-UHFFFAOYSA-N,Et,Vinyl,H,F,C=Cn1cc(F)[n+](CC)c1,C=CN1[C]N(CC)C(F)=C1
VZVIBDBCNWHNQS-UHFFFAOYSA-N,Et,Propargyl,CF3,F,C#CCn1c[n+](CC)c(F)c1C(F)(F)F,C#CCN1[C]N(CC)C(F)=C1C(F)(F)F
WBEQHYDBNBALRQ-UHFFFAOYSA-N,Et,iPr,CF3,F,CC[n+]1cn(C(C)C)c(C(F)(F)F)c1F,CCN1[C]N(C(C)C)C(C(F)(F)F)=C1F
WBNRIPAKYIAEDR-UHFFFAOYSA-N,Me,Allyl,CN,CF3,C=CCn1c[n+](C)c(C(F)(F)F)c1C#N,C=CCN1[C]N(C)C(C(F)(F)F)=C1C#N
WBPPCIVMATWQIN-UHFFFAOYSA-N,Et,Ph,NO2,NO2,CC[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1[N+](=O)[O-],CCN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1[N+](=O)[O-]
WBQIEHUIYHAPKT-UHFFFAOYSA-N,tBu,Allyl,NH2,F,C=CCn1c[n+](C(C)(C)C)c(F)c1N,C=CCN1[C]N(C(C)(C)C)C(F)=C1N
WBQMVVUFLJCJLY-UHFFFAOYSA-N,Vinyl,Ethynyl,OMe,Me,C#Cn1c[n+](C=C)c(C)c1OC,C#CN1[C]N(C=C)C(C)=C1OC
WCIBOXQOGJODJB-UHFFFAOYSA-N,Me,Propargyl,CF3,NH2,C#CCn1c[n+](C)c(N)c1C(F)(F)F,C#CCN1[C]N(C)C(N)=C1C(F)(F)F
WCQTYIIQXXFJAK-UHFFFAOYSA-N,nBu,Ph,OMe,CF3,CCCC[n+]1cn(-c2ccccc2)c(OC)c1C(F)(F)F,CCCCN1[C]N(c2ccccc2)C(OC)=C1C(F)(F)F
WCSSJDXHRJNKGA-UHFFFAOYSA-N,Et,Propargyl,NH2,OMe,C#CCn1c[n+](CC)c(OC)c1N,C#CCN1[C]N(CC)C(OC)=C1N
WDBQWDBVBGQSIT-UHFFFAOYSA-N,nBu,tBu,H,CF3,CCCC[n+]1cn(C(C)(C)C)cc1C(F)(F)F,CCCCN1[C]N(C(C)(C)C)C=C1C(F)(F)F
WDBVKYPFTCIBFM-UHFFFAOYSA-N,Me,Me,CN,NH2,Cn1c[n+](C)c(N)c1C#N,CN1[C]N(C)C(C#N)=C1N
WDBWFRZJYPOWSE-UHFFFAOYSA-N,Et,iPr,CF3,Me,CC[n+]1cn(C(C)C)c(C(F)(F)F)c1C,CCN1[C]N(C(C)C)C(C(F)(F)F)=C1C
WDVAQSXGTVWCKH-UHFFFAOYSA-N,tBu,Allyl,CF3,OMe,C=CCn1c[n+](C(C)(C)C)c(OC)c1C(F)(F)F,C=CCN1[C]N(C(C)(C)C)C(OC)=C1C(F)(F)F
WEZFVIIGBGFINV-UHFFFAOYSA-N,nBu,tBu,CF3,OMe,CCCC[n+]1cn(C(C)(C)C)c(C(F)(F)F)c1OC,CCCCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1OC
WFJCDVKNIKXYKZ-UHFFFAOYSA-N,Et,iPr,NO2,H,CC[n+]1cc([N+](=O)[O-])n(C(C)C)c1,CCN1[C]N(C(C)C)C([N+](=O)[O-])=C1
WFJLZVAHYJKZKG-UHFFFAOYSA-N,nBu,Vinyl,NO2,CF3,C=Cn1c[n+](CCCC)c(C(F)(F)F)c1[N+](=O)[O-],C=CN1[C]N(CCCC)C(C(F)(F)F)=C1[N+](=O)[O-]
WFSQMZJDEDPDNU-UHFFFAOYSA-N,Me,Ph,CF3,CF3,C[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1C(F)(F)F,CN1[C]N(c2ccccc2)C(C(F)(F)F)=C1C(F)(F)F
WGMOSSDBARYWNN-UHFFFAOYSA-N,Et,Propargyl,CF3,OMe,C#CCn1c[n+](CC)c(OC)c1C(F)(F)F,C#CCN1[C]N(CC)C(OC)=C1C(F)(F)F
WGPIOPFFVGUMDW-UHFFFAOYSA-N,Me,Et,NO2,NO2,CCn1c[n+](C)c([N+](=O)[O-])c1[N+](=O)[O-],CCN1[C]N(C)C([N+](=O)[O-])=C1[N+](=O)[O-]
WGUWPJOQCKWZPK-UHFFFAOYSA-N,Me,iPr,H,OMe,COc1cn(C(C)C)c[n+]1C,COC1=CN(C(C)C)[C]N1C
WGYVEENDZFCGFB-UHFFFAOYSA-N,tBu,Allyl,OMe,H,C=CCn1c[n+](C(C)(C)C)cc1OC,C=CCN1[C]N(C(C)(C)C)C=C1OC
WHBMNJDWGQQTAJ-UHFFFAOYSA-N,Vinyl,Propargyl,H,CN,C#CCn1cc(C#N)[n+](C=C)c1,C#CCN1[C]N(C=C)C(C#N)=C1
WHJGAGAPCSRDIQ-UHFFFAOYSA-N,tBu,Ph,CN,H,CC(C)(C)[n+]1cc(C#N)n(-c2ccccc2)c1,CC(C)(C)N1[C]N(c2ccccc2)C(C#N)=C1
WHTOYJNJRZEVRZ-UHFFFAOYSA-N,tBu,Ph,H,OMe,COc1cn(-c2ccccc2)c[n+]1C(C)(C)C,COC1=CN(c2ccccc2)[C]N1C(C)(C)C
WHWOELMVYYUOJG-UHFFFAOYSA-N,Me,Allyl,NH2,CF3,C=CCn1c[n+](C)c(C(F)(F)F)c1N,C=CCN1[C]N(C)C(C(F)(F)F)=C1N
WHZYKUMKASOONT-UHFFFAOYSA-N,Me,iPr,H,CN,CC(C)n1cc(C#N)[n+](C)c1,CC(C)N1[C]N(C)C(C#N)=C1
WIHQMROLDNFJSB-UHFFFAOYSA-N,Et,Ph,CF3,CN,CC[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1C#N,CCN1[C]N(c2ccccc2)C(C(F)(F)F)=C1C#N
WIUHPTYMHMWHSO-UHFFFAOYSA-N,Et,Vinyl,CF3,Me,C=Cn1c[n+](CC)c(C)c1C(F)(F)F,C=CN1[C]N(CC)C(C)=C1C(F)(F)F
WIVVNCPAGIJOLG-UHFFFAOYSA-N,tBu,tBu,F,NO2,CC(C)(C)n1c[n+](C(C)(C)C)c([N+](=O)[O-])c1F,CC(C)(C)N1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1F
WJLFWECBGBRRKT-UHFFFAOYSA-N,Me,Propargyl,CF3,Me,C#CCn1c[n+](C)c(C)c1C(F)(F)F,C#CCN1[C]N(C)C(C)=C1C(F)(F)F
WJWREIMCPJDZLY-UHFFFAOYSA-N,nBu,tBu,OMe,NH2,CCCC[n+]1cn(C(C)(C)C)c(OC)c1N,CCCCN1[C]N(C(C)(C)C)C(OC)=C1N
WKNOAENGSRJPOR-UHFFFAOYSA-N,Me,iPr,NO2,NH2,CC(C)n1c[n+](C)c(N)c1[N+](=O)[O-],CC(C)N1[C]N(C)C(N)=C1[N+](=O)[O-]
WKZDRHAXQSXJNJ-UHFFFAOYSA-N,nBu,tBu,CN,OMe,CCCC[n+]1cn(C(C)(C)C)c(C#N)c1OC,CCCCN1[C]N(C(C)(C)C)C(C#N)=C1OC
WLCUEESJPXNAGU-UHFFFAOYSA-N,Vinyl,Propargyl,CN,OMe,C#CCn1c[n+](C=C)c(OC)c1C#N,C#CCN1[C]N(C=C)C(OC)=C1C#N
WLWCXKHSBAFBJH-UHFFFAOYSA-N,Vinyl,Allyl,CN,F,C=CCn1c[n+](C=C)c(F)c1C#N,C=CCN1[C]N(C=C)C(F)=C1C#N
WMAZWUGRSIYVCC-UHFFFAOYSA-N,Vinyl,Ph,CN,CF3,C=C[n+]1cn(-c2ccccc2)c(C#N)c1C(F)(F)F,C=CN1[C]N(c2ccccc2)C(C#N)=C1C(F)(F)F
WMBPUENMSFGGFR-UHFFFAOYSA-N,nBu,Propargyl,OMe,CN,C#CCn1c[n+](CCCC)c(C#N)c1OC,C#CCN1[C]N(CCCC)C(C#N)=C1OC
WMEMCUJKNQAPRB-UHFFFAOYSA-N,Et,Allyl,NH2,H,C=CCn1c[n+](CC)cc1N,C=CCN1[C]N(CC)C=C1N
WNJXIEXDUBKSHN-UHFFFAOYSA-N,nBu,Allyl,NH2,CF3,C=CCn1c[n+](CCCC)c(C(F)(F)F)c1N,C=CCN1[C]N(CCCC)C(C(F)(F)F)=C1N
WNKQLCOGIJALKU-UHFFFAOYSA-N,tBu,Allyl,NO2,Me,C=CCn1c[n+](C(C)(C)C)c(C)c1[N+](=O)[O-],C=CCN1[C]N(C(C)(C)C)C(C)=C1[N+](=O)[O-]
WOFXKQLFQLJNAE-UHFFFAOYSA-N,Ethynyl,Propargyl,OMe,CN,C#CCn1c[n+](C#C)c(C#N)c1OC,C#CCN1[C]N(C#C)C(C#N)=C1OC
WORVIXZLFFMYIJ-UHFFFAOYSA-N,Me,Ph,NH2,CN,C[n+]1cn(-c2ccccc2)c(N)c1C#N,CN1[C]N(c2ccccc2)C(N)=C1C#N
WPCLAVUPYHXVCO-UHFFFAOYSA-N,tBu,Vinyl,OMe,Me,C=Cn1c[n+](C(C)(C)C)c(C)c1OC,C=CN1[C]N(C(C)(C)C)C(C)=C1OC
WPIWYRCPTDDLBA-UHFFFAOYSA-N,nBu,Propargyl,OMe,NH2,C#CCn1c[n+](CCCC)c(N)c1OC,C#CCN1[C]N(CCCC)C(N)=C1OC
WPNCMIBYTDDWRL-UHFFFAOYSA-N,Ethynyl,Ph,NO2,Me,C#C[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1C,C#CN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1C
WPNJLMOYJQCGHE-UHFFFAOYSA-N,tBu,Allyl,NO2,CF3,C=CCn1c[n+](C(C)(C)C)c(C(F)(F)F)c1[N+](=O)[O-],C=CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1[N+](=O)[O-]
WPRBPNQCFSWTFH-UHFFFAOYSA-N,Ethynyl,Propargyl,CN,H,C#CCn1c[n+](C#C)cc1C#N,C#CCN1[C]N(C#C)C=C1C#N
WPWHPJSJSVYVIR-UHFFFAOYSA-N,nBu,Propargyl,F,OMe,C#CCn1c[n+](CCCC)c(OC)c1F,C#CCN1[C]N(CCCC)C(OC)=C1F
WQGOIIUZSYDYRE-UHFFFAOYSA-N,tBu,Ethynyl,F,CN,C#Cn1c[n+](C(C)(C)C)c(C#N)c1F,C#CN1[C]N(C(C)(C)C)C(C#N)=C1F
WQLFTUALBICYDL-UHFFFAOYSA-N,tBu,Ethynyl,NO2,H,C#Cn1c[n+](C(C)(C)C)cc1[N+](=O)[O-],C#CN1[C]N(C(C)(C)C)C=C1[N+](=O)[O-]
WQQODHQEIMLSRA-UHFFFAOYSA-N,Ethynyl,Ethynyl,H,Me,C#Cn1cc(C)[n+](C#C)c1,C#CN1[C]N(C#C)C(C)=C1
WQWNTZRYXYMHCI-UHFFFAOYSA-N,nBu,Ethynyl,NO2,CN,C#Cn1c[n+](CCCC)c(C#N)c1[N+](=O)[O-],C#CN1[C]N(CCCC)C(C#N)=C1[N+](=O)[O-]
WQZRJELCMOYGDY-UHFFFAOYSA-N,Me,Vinyl,NO2,CN,C=Cn1c[n+](C)c(C#N)c1[N+](=O)[O-],C=CN1[C]N(C)C(C#N)=C1[N+](=O)[O-]
WRVNTQKYMOGVBV-UHFFFAOYSA-N,Vinyl,Ethynyl,CF3,NO2,C#Cn1c[n+](C=C)c([N+](=O)[O-])c1C(F)(F)F,C#CN1[C]N(C=C)C([N+](=O)[O-])=C1C(F)(F)F
WRWFKGKACMLFTO-UHFFFAOYSA-N,Me,Et,CF3,NO2,CCn1c[n+](C)c([N+](=O)[O-])c1C(F)(F)F,CCN1[C]N(C)C([N+](=O)[O-])=C1C(F)(F)F
WSDQIVFKKIIXMF-UHFFFAOYSA-N,nBu,Ethynyl,H,CF3,C#Cn1cc(C(F)(F)F)[n+](CCCC)c1,C#CN1[C]N(CCCC)C(C(F)(F)F)=C1
WSEJNAXCXQHNIH-UHFFFAOYSA-N,tBu,Allyl,CF3,F,C=CCn1c[n+](C(C)(C)C)c(F)c1C(F)(F)F,C=CCN1[C]N(C(C)(C)C)C(F)=C1C(F)(F)F
WSJZBPGBJICCFG-UHFFFAOYSA-N,tBu,tBu,H,OMe,COc1cn(C(C)(C)C)c[n+]1C(C)(C)C,COC1=CN(C(C)(C)C)[C]N1C(C)(C)C
WSMZUUKNVPDNJJ-UHFFFAOYSA-N,nBu,Propargyl,CF3,NH2,C#CCn1c[n+](CCCC)c(N)c1C(F)(F)F,C#CCN1[C]N(CCCC)C(N)=C1C(F)(F)F
WSQCQTPREFEHBN-UHFFFAOYSA-N,tBu,tBu,H,CN,CC(C)(C)n1cc(C#N)[n+](C(C)(C)C)c1,CC(C)(C)N1[C]N(C(C)(C)C)C(C#N)=C1
WSUROJWGJLWZIB-UHFFFAOYSA-N,tBu,Vinyl,NO2,CF3,C=Cn1c[n+](C(C)(C)C)c(C(F)(F)F)c1[N+](=O)[O-],C=CN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1[N+](=O)[O-]
WTGVQNRCIVTCKD-UHFFFAOYSA-N,Ethynyl,Ph,NO2,OMe,C#C[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1OC,C#CN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1OC
WTJIIHPSIBZDEE-UHFFFAOYSA-N,tBu,Vinyl,CN,H,C=Cn1c[n+](C(C)(C)C)cc1C#N,C=CN1[C]N(C(C)(C)C)C=C1C#N
WTYFVANVSVWSIW-UHFFFAOYSA-N,Vinyl,Allyl,OMe,F,C=CCn1c[n+](C=C)c(F)c1OC,C=CCN1[C]N(C=C)C(F)=C1OC
WUBVPFDGZJULFB-UHFFFAOYSA-N,tBu,Allyl,F,OMe,C=CCn1c[n+](C(C)(C)C)c(OC)c1F,C=CCN1[C]N(C(C)(C)C)C(OC)=C1F
WUDNOUCWIRZXRE-UHFFFAOYSA-N,Ethynyl,Propargyl,CN,F,C#CCn1c[n+](C#C)c(F)c1C#N,C#CCN1[C]N(C#C)C(F)=C1C#N
WUGBLNNKKQSRMN-UHFFFAOYSA-N,Me,iPr,CN,Me,Cc1c(C#N)n(C(C)C)c[n+]1C,CC1=C(C#N)N(C(C)C)[C]N1C
WUMFFBCMHNJUMM-UHFFFAOYSA-N,tBu,Vinyl,NO2,NO2,C=Cn1c[n+](C(C)(C)C)c([N+](=O)[O-])c1[N+](=O)[O-],C=CN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1[N+](=O)[O-]
WUNUAOYAOWRECL-UHFFFAOYSA-N,tBu,Allyl,CN,H,C=CCn1c[n+](C(C)(C)C)cc1C#N,C=CCN1[C]N(C(C)(C)C)C=C1C#N
WUYJKULYVWPMSP-UHFFFAOYSA-N,Me,Ethynyl,OMe,Me,C#Cn1c[n+](C)c(C)c1OC,C#CN1[C]N(C)C(C)=C1OC
WVGOAVNENXMTAH-UHFFFAOYSA-N,Ethynyl,Ph,F,CF3,C#C[n+]1cn(-c2ccccc2)c(F)c1C(F)(F)F,C#CN1[C]N(c2ccccc2)C(F)=C1C(F)(F)F
WWHLQOCCQZYTEC-UHFFFAOYSA-N,Vinyl,Propargyl,F,CF3,C#CCn1c[n+](C=C)c(C(F)(F)F)c1F,C#CCN1[C]N(C=C)C(C(F)(F)F)=C1F
WWVMHGUBIOZASN-UHFFFAOYSA-N,Me,Allyl,H,H,C=CCn1cc[n+](C)c1,C=CCN1[C]N(C)C=C1
WWYXCWXCFZCHNB-UHFFFAOYSA-N,tBu,Vinyl,NO2,Me,C=Cn1c[n+](C(C)(C)C)c(C)c1[N+](=O)[O-],C=CN1[C]N(C(C)(C)C)C(C)=C1[N+](=O)[O-]
WXJYLFSZFRCFAD-UHFFFAOYSA-N,tBu,Vinyl,CN,CN,C=Cn1c[n+](C(C)(C)C)c(C#N)c1C#N,C=CN1[C]N(C(C)(C)C)C(C#N)=C1C#N
WYGLYWMDYGDDJP-UHFFFAOYSA-N,Vinyl,Propargyl,CF3,CF3,C#CCn1c[n+](C=C)c(C(F)(F)F)c1C(F)(F)F,C#CCN1[C]N(C=C)C(C(F)(F)F)=C1C(F)(F)F
WYODUIRJQDJFTF-UHFFFAOYSA-N,nBu,Propargyl,NH2,NO2,C#CCn1c[n+](CCCC)c([N+](=O)[O-])c1N,C#CCN1[C]N(CCCC)C([N+](=O)[O-])=C1N
WYONAFXERKJDSO-UHFFFAOYSA-N,Me,Ethynyl,CN,NO2,C#Cn1c[n+](C)c([N+](=O)[O-])c1C#N,C#CN1[C]N(C)C([N+](=O)[O-])=C1C#N
WYPMXUBWSLLKBU-UHFFFAOYSA-N,Me,Vinyl,NH2,Me,C=Cn1c[n+](C)c(C)c1N,C=CN1[C]N(C)C(C)=C1N
WYYUXQZMACZRBA-UHFFFAOYSA-N,Me,Et,CN,Me,CCn1c[n+](C)c(C)c1C#N,CCN1[C]N(C)C(C)=C1C#N
WZBGZUANUQSCAW-UHFFFAOYSA-N,tBu,Propargyl,H,NO2,C#CCn1cc([N+](=O)[O-])[n+](C(C)(C)C)c1,C#CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1
WZDVEMBYJGNGFJ-UHFFFAOYSA-N,Me,Vinyl,NO2,OMe,C=Cn1c[n+](C)c(OC)c1[N+](=O)[O-],C=CN1[C]N(C)C(OC)=C1[N+](=O)[O-]
WZDYNOGQDAKKDU-UHFFFAOYSA-N,Vinyl,Propargyl,CN,CN,C#CCn1c[n+](C=C)c(C#N)c1C#N,C#CCN1[C]N(C=C)C(C#N)=C1C#N
WZGPWOUNMKGFHY-UHFFFAOYSA-N,Vinyl,Ph,CN,NH2,C=C[n+]1cn(-c2ccccc2)c(C#N)c1N,C=CN1[C]N(c2ccccc2)C(C#N)=C1N
WZILJAXBZKOGKI-UHFFFAOYSA-N,Et,iPr,H,Me,CC[n+]1cn(C(C)C)cc1C,CCN1[C]N(C(C)C)C=C1C
WZITYOSTFPHALU-UHFFFAOYSA-N,Et,Allyl,NO2,NO2,C=CCn1c[n+](CC)c([N+](=O)[O-])c1[N+](=O)[O-],C=CCN1[C]N(CC)C([N+](=O)[O-])=C1[N+](=O)[O-]
XACIJCGBQHHTPO-UHFFFAOYSA-N,Et,Ethynyl,CF3,CN,C#Cn1c[n+](CC)c(C#N)c1C(F)(F)F,C#CN1[C]N(CC)C(C#N)=C1C(F)(F)F
XATLEFRNAFMTTN-UHFFFAOYSA-N,Et,Ethynyl,NO2,H,C#Cn1c[n+](CC)cc1[N+](=O)[O-],C#CN1[C]N(CC)C=C1[N+](=O)[O-]
XBGAXZLYJLCOLA-UHFFFAOYSA-N,Et,Allyl,F,NH2,C=CCn1c[n+](CC)c(N)c1F,C=CCN1[C]N(CC)C(N)=C1F
XBGSCYKXLZZGOU-UHFFFAOYSA-N,Et,Allyl,CN,CF3,C=CCn1c[n+](CC)c(C(F)(F)F)c1C#N,C=CCN1[C]N(CC)C(C(F)(F)F)=C1C#N
XBWIYXOFBGYIQG-UHFFFAOYSA-N,tBu,Propargyl,H,CF3,C#CCn1cc(C(F)(F)F)[n+](C(C)(C)C)c1,C#CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1
XCXPBDPGZQMBNH-UHFFFAOYSA-N,Ethynyl,Ph,CN,H,C#C[n+]1cc(C#N)n(-c2ccccc2)c1,C#CN1[C]N(c2ccccc2)C(C#N)=C1
